,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,webURL,numViolations,id,impact,tags,description,help,helpUrl,html,failureSummary,DOM
18,165,34,2,https://www.taylorguitars.com/,9,color-contrast,serious,"['cat.color', 'wcag2aa', 'wcag143', 'ACT', 'TTv5', 'TT13.c']",Ensures the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds,Elements must meet minimum color contrast ratio thresholds,https://dequeuniversity.com/rules/axe/4.7/color-contrast?application=playwright,"[['<div class=""title"" style=""color: #FFFFFF;"">FREE SHIPPING ON ORDERS $39.99+ FOR CUSTOMERS IN THE CONTIGUOUS U.S.</div>', '<a href=""https://shop.taylorguitars.com/info/shipping?_gl=1*wy1y72*_ga*NTc1MDcyNTE2LjE2ODAwNzI3MDQ.*_ga_E56N1Z0M9E*MTY5MjA4MjY2OC4yNTguMS"" style=""color: #FFFFFF;"" target=""_blank"">SEE DETAILS</a>']]","[['Fix any of the following:\n  Element has insufficient color contrast of 3.99 (foreground color: #ffffff, background color: #ff0000, font size: 9.0pt (12px), font weight: bold). Expected contrast ratio of 4.5:1', 'Fix any of the following:\n  Element has insufficient color contrast of 3.99 (foreground color: #ffffff, background color: #ff0000, font size: 9.0pt (12px), font weight: bold). Expected contrast ratio of 4.5:1']]",3
17,164,33,1,https://www.taylorguitars.com/,9,button-name,critical,"['cat.name-role-value', 'wcag2a', 'wcag412', 'section508', 'section508.22.a', 'ACT', 'TTv5', 'TT6.a']",Ensures buttons have discernible text,Buttons must have discernible text,https://dequeuniversity.com/rules/axe/4.7/button-name?application=playwright,"[['<button data-garden-id=""buttons.icon_button"" data-garden-version=""8.13.0"" type=""button"" class=""sc-htpNat sendButton-1Dqkv sendButtonColor sc-EHOje ckMckQ"">', '<button data-garden-id=""buttons.icon_button"" data-garden-version=""8.13.0"" type=""button"" class=""sc-htpNat minimizeButton-31FRu u-userLauncherColor sc-EHOje hssBvG"">']]","[['Fix any of the following:\n  Element does not have inner text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute\n  Element\'s default semantics were not overridden with role=""none"" or role=""presentation""', 'Fix any of the following:\n  Element does not have inner text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute\n  Element\'s default semantics were not overridden with role=""none"" or role=""presentation""']]",3
16,163,32,0,https://www.taylorguitars.com/,9,aria-hidden-focus,serious,"['cat.name-role-value', 'wcag2a', 'wcag412', 'TTv5', 'TT6.a']",Ensures aria-hidden elements are not focusable nor contain focusable elements,ARIA hidden element must not be focusable or contain focusable elements,https://dequeuniversity.com/rules/axe/4.7/aria-hidden-focus?application=playwright,"[['<div class=""slick-slide slick-cloned"" data-slick-index=""-3"" id="""" aria-hidden=""true"" tabindex=""-1"" style=""width: 367px;"">', '<div class=""slick-slide slick-cloned"" data-slick-index=""-2"" id="""" aria-hidden=""true"" tabindex=""-1"" style=""width: 367px;"">', '<div class=""slick-slide slick-cloned"" data-slick-index=""-1"" id="""" aria-hidden=""true"" tabindex=""-1"" style=""width: 367px;"">', '<div class=""slick-slide"" data-slick-index=""3"" aria-hidden=""true"" tabindex=""-1"" style=""width: 367px;"">', '<div class=""slick-slide"" data-slick-index=""4"" aria-hidden=""true"" tabindex=""-1"" style=""width: 367px;"">', '<div class=""slick-slide"" data-slick-index=""5"" aria-hidden=""true"" tabindex=""-1"" style=""width: 367px;"">', '<div class=""slick-slide"" data-slick-index=""6"" aria-hidden=""true"" tabindex=""-1"" style=""width: 367px;"">', '<div class=""slick-slide"" data-slick-index=""7"" aria-hidden=""true"" tabindex=""-1"" style=""width: 367px;"">', '<div class=""slick-slide slick-cloned"" data-slick-index=""8"" id="""" aria-hidden=""true"" tabindex=""-1"" style=""width: 367px;"">', '<div class=""slick-slide slick-cloned"" data-slick-index=""9"" id="""" aria-hidden=""true"" tabindex=""-1"" style=""width: 367px;"">', '<div class=""slick-slide slick-cloned"" data-slick-index=""10"" id="""" aria-hidden=""true"" tabindex=""-1"" style=""width: 367px;"">', '<div class=""slick-slide slick-cloned"" data-slick-index=""11"" id="""" aria-hidden=""true"" tabindex=""-1"" style=""width: 367px;"">', '<div class=""slick-slide slick-cloned"" data-slick-index=""12"" id="""" aria-hidden=""true"" tabindex=""-1"" style=""width: 367px;"">', '<div class=""slick-slide slick-cloned"" data-slick-index=""13"" id="""" aria-hidden=""true"" tabindex=""-1"" style=""width: 367px;"">', '<div class=""slick-slide slick-cloned"" data-slick-index=""14"" id="""" aria-hidden=""true"" tabindex=""-1"" style=""width: 367px;"">', '<div class=""slick-slide slick-cloned"" data-slick-index=""15"" id="""" aria-hidden=""true"" tabindex=""-1"" style=""width: 367px;"">']]","[['Fix all of the following:\n  Focusable content should be disabled or be removed from the DOM', 'Fix all of the following:\n  Focusable content should be disabled or be removed from the DOM', 'Fix all of the following:\n  Focusable content should be disabled or be removed from the DOM', 'Fix all of the following:\n  Focusable content should be disabled or be removed from the DOM', 'Fix all of the following:\n  Focusable content should be disabled or be removed from the DOM', 'Fix all of the following:\n  Focusable content should be disabled or be removed from the DOM', 'Fix all of the following:\n  Focusable content should be disabled or be removed from the DOM', 'Fix all of the following:\n  Focusable content should be disabled or be removed from the DOM', 'Fix all of the following:\n  Focusable content should be disabled or be removed from the DOM', 'Fix all of the following:\n  Focusable content should be disabled or be removed from the DOM', 'Fix all of the following:\n  Focusable content should be disabled or be removed from the DOM', 'Fix all of the following:\n  Focusable content should be disabled or be removed from the DOM', 'Fix all of the following:\n  Focusable content should be disabled or be removed from the DOM', 'Fix all of the following:\n  Focusable content should be disabled or be removed from the DOM', 'Fix all of the following:\n  Focusable content should be disabled or be removed from the DOM', 'Fix all of the following:\n  Focusable content should be disabled or be removed from the DOM']]",3
21,168,37,5,https://www.taylorguitars.com/,9,label-title-only,serious,"['cat.forms', 'best-practice']","Ensures that every form element has a visible label and is not solely labeled using hidden labels, or the title or aria-describedby attributes",Form elements should have a visible label,https://dequeuniversity.com/rules/axe/4.7/label-title-only?application=playwright,"[['<input data-garden-id=""forms.input"" data-garden-version=""8.49.4"" aria-invalid=""false"" id=""1val-field_1.3.10--input"" aria-labelledby=""1val-field_1.3.10--label"" aria-describedby=""1val-field_1.3.10--hint"" class=""input-3kko7 StyledTextInput-sc-k12n8x-0 hZaPsJ"" placeholder=""Type your message here"" data-testid=""message-field"" value="""">']]",[['Fix all of the following:\n  Only title used to generate label for form element']],3
19,166,35,3,https://www.taylorguitars.com/,9,heading-order,moderate,"['cat.semantics', 'best-practice']",Ensures the order of headings is semantically correct,Heading levels should only increase by one,https://dequeuniversity.com/rules/axe/4.7/heading-order?application=playwright,"[['<h4>\n            <a href=""/taylorware/guitar-care/taylor-hygrometer"" hreflang=""en"" aria-label=""Taylor Hygrometer"" tabindex=""0"">      Taylor Hygrometer\n    </a>\n      </h4>']]",[['Fix any of the following:\n  Heading order invalid']],3
23,170,39,7,https://www.taylorguitars.com/,9,link-in-text-block,serious,"['cat.color', 'wcag2a', 'wcag141', 'TTv5', 'TT13.a']",Ensure links are distinguished from surrounding text in a way that does not rely on color,Links must be distinguishable without relying on color,https://dequeuniversity.com/rules/axe/4.7/link-in-text-block?application=playwright,"[['<a href=""/about"" aria-label=""Bob Taylor and Kurt Listug"">Bob Taylor and Kurt Listug</a>', '<a href=""/guitars/acoustic/features"" aria-label=""shapes&nbsp;and styles"">shapes&nbsp;and styles</a>', '<a href=""/guitars/acoustic/features/woods/body-woods"" aria-label=""woods"">woods</a>', '<a href=""/guitars/acoustic/series/overview"" aria-label=""Explore the&nbsp;Taylor line"">Explore the&nbsp;Taylor line</a>', '<a href=""/guitars/acoustic"" aria-label=""acoustic guitar"">acoustic guitar</a>', '<a href=""/contact/factory-tours"" target=""_blank"" aria-label=""click here"">click here</a>']]","[['Fix any of the following:\n  The link has insufficient color contrast of 1.61:1 with the surrounding text. (Minimum contrast is 3:1, link text: #aa1f23, surrounding text: #393939)\n  The link has no styling (such as underline) to distinguish it from the surrounding text', 'Fix any of the following:\n  The link has insufficient color contrast of 1.61:1 with the surrounding text. (Minimum contrast is 3:1, link text: #aa1f23, surrounding text: #393939)\n  The link has no styling (such as underline) to distinguish it from the surrounding text', 'Fix any of the following:\n  The link has insufficient color contrast of 1.61:1 with the surrounding text. (Minimum contrast is 3:1, link text: #aa1f23, surrounding text: #393939)\n  The link has no styling (such as underline) to distinguish it from the surrounding text', 'Fix any of the following:\n  The link has insufficient color contrast of 1.61:1 with the surrounding text. (Minimum contrast is 3:1, link text: #aa1f23, surrounding text: #393939)\n  The link has no styling (such as underline) to distinguish it from the surrounding text', 'Fix any of the following:\n  The link has insufficient color contrast of 1.61:1 with the surrounding text. (Minimum contrast is 3:1, link text: #aa1f23, surrounding text: #393939)\n  The link has no styling (such as underline) to distinguish it from the surrounding text', 'Fix any of the following:\n  The link has insufficient color contrast of 1.61:1 with the surrounding text. (Minimum contrast is 3:1, link text: #aa1f23, surrounding text: #393939)\n  The link has no styling (such as underline) to distinguish it from the surrounding text']]",3
20,167,36,4,https://www.taylorguitars.com/,9,image-alt,critical,"['cat.text-alternatives', 'wcag2a', 'wcag111', 'section508', 'section508.22.a', 'ACT', 'TTv5', 'TT7.a', 'TT7.b']",Ensures <img> elements have alternate text or a role of none or presentation,Images must have alternate text,https://dequeuniversity.com/rules/axe/4.7/image-alt?application=playwright,"[['<img src=""https://secure.adnxs.com/seg?add=17354990&amp;t=2"" width=""1"" height=""1"">']]","[['Fix any of the following:\n  Element does not have an alt attribute\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute\n  Element\'s default semantics were not overridden with role=""none"" or role=""presentation""']]",3
22,169,38,6,https://www.taylorguitars.com/,9,landmark-unique,moderate,"['cat.semantics', 'best-practice']",Landmarks should have a unique role or role/label/title (i.e. accessible name) combination,Ensures landmarks are unique,https://dequeuniversity.com/rules/axe/4.7/landmark-unique?application=playwright,"[['<footer role=""contentinfo"" id=""es-pagination"" class=""row"">']]","[['Fix any of the following:\n  The landmark must have a unique aria-label, aria-labelledby, or title to make landmarks distinguishable']]",3
90,388,30,0,https://www.weebly.com/,9,aria-allowed-attr,critical,"['cat.aria', 'wcag2a', 'wcag412']",Ensures ARIA attributes are allowed for an element's role,Elements must only use allowed ARIA attributes,https://dequeuniversity.com/rules/axe/4.7/aria-allowed-attr?application=playwright,"[['<div id=""onetrust-banner-sdk"" class=""otCenterRounded default vertical-align-content"" aria-modal=""true"" tabindex=""0"">']]","[['Fix all of the following:\n  ARIA attribute is not allowed: aria-modal=""true""']]",16
91,389,31,1,https://www.weebly.com/,9,color-contrast,serious,"['cat.color', 'wcag2aa', 'wcag143', 'ACT', 'TTv5', 'TT13.c']",Ensures the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds,Elements must meet minimum color contrast ratio thresholds,https://dequeuniversity.com/rules/axe/4.7/color-contrast?application=playwright,"[['<a class=""overlay-navbar lp-navbar__button btn btn--outline"" data-track-category=""signup_button"" data-track-clicks=""top_right"" href=""/signup"" id=""sign-up-button"">Sign Up</a>', '<span>Create Your Website</span>', '<a href=""/signup"" class=""primary-sign-up-button"" data-track-category=""signup_button"" data-track-clicks=""themes_get_started"">\n\t\t\t\t\t\t\t\tGet Started\n\t\t\t\t\t\t\t</a>', '<a href=""/themes"" class=""learn-more"" data-track-category=""link_button"" data-track-clicks=""more_designs"">\n\t\t\t\t\t\t\t\tMore Designs &gt;\n\t\t\t\t\t\t\t</a>', '<a href=""/signup"" class=""journey-cta"" data-track-category=""link_button"" data-track-clicks=""seller_journey_get_going"">\n\t\t\t                    Get Started &gt;\n\t\t\t                </a>', '<a href=""/websites"" class=""journey-cta sign-up-button__website-intent"" data-track-category=""signup_button"" data-track-clicks=""seller_journey_get_online"">\n\t\t\t                    Learn More &gt;\n\t\t\t                </a>', '<a href=""/online-store"" class=""journey-cta sign-up-button__online-store-intent"" data-track-category=""signup_button"" data-track-clicks=""seller_journey_get_selling"">\n\t\t\t                    Learn More &gt;\n\t\t\t                </a>', '<a href=""/marketing"" class=""journey-cta sign-up-button__online-store-intent"" data-track-category=""signup_button"" data-track-clicks=""seller_journey_get_growing"">\n\t\t\t                    Learn More &gt;\n\t\t\t                </a>', '<a href=""/signup"" class=""primary-sign-up-button"" data-track-category=""signup_button"" data-track-clicks=""square_sign_up"">\n\t\t\t                Sign Up\n\t\t\t            </a>', '<a href=""/square"" class=""learn-more"" data-track-category=""link_button"" data-track-clicks=""learn_more_square"">\n\t\t\t                Learn More &gt;\n\t\t\t            </a>', '<a href=""/signup"" class=""main-cta"" data-track-category=""signup_button"" data-track-clicks=""get_started_final"">\n\t\t\t\t\t\t\tGet Started\n\t\t\t\t\t\t</a>']]","[['Fix any of the following:\n  Element has insufficient color contrast of 3.75 (foreground color: #3374ff, background color: #f4f4f4, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1', 'Fix any of the following:\n  Element has insufficient color contrast of 4.13 (foreground color: #ffffff, background color: #3374ff, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1', 'Fix any of the following:\n  Element has insufficient color contrast of 4.13 (foreground color: #ffffff, background color: #3374ff, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1', 'Fix any of the following:\n  Element has insufficient color contrast of 4.13 (foreground color: #3374ff, background color: #ffffff, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1', 'Fix any of the following:\n  Element has insufficient color contrast of 4.13 (foreground color: #3374ff, background color: #ffffff, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1', 'Fix any of the following:\n  Element has insufficient color contrast of 4.13 (foreground color: #3374ff, background color: #ffffff, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1', 'Fix any of the following:\n  Element has insufficient color contrast of 4.13 (foreground color: #3374ff, background color: #ffffff, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1', 'Fix any of the following:\n  Element has insufficient color contrast of 4.13 (foreground color: #3374ff, background color: #ffffff, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1', 'Fix any of the following:\n  Element has insufficient color contrast of 4.13 (foreground color: #ffffff, background color: #3374ff, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1', 'Fix any of the following:\n  Element has insufficient color contrast of 4.13 (foreground color: #3374ff, background color: #ffffff, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1', 'Fix any of the following:\n  Element has insufficient color contrast of 4.13 (foreground color: #ffffff, background color: #3374ff, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1']]",16
92,390,32,2,https://www.weebly.com/,9,duplicate-id-active,serious,"['cat.parsing', 'wcag2a', 'wcag411']",Ensures every id attribute value of active elements is unique,IDs of active elements must be unique,https://dequeuniversity.com/rules/axe/4.7/duplicate-id-active?application=playwright,"[['<a class=""overlay-navbar lp-navbar__button btn btn--outline"" data-track-category=""signup_button"" data-track-clicks=""top_right"" href=""/signup"" id=""sign-up-button"">Sign Up</a>']]",[['Fix any of the following:\n  Document has active elements with the same id attribute: sign-up-button']],16
93,391,33,3,https://www.weebly.com/,9,duplicate-id,minor,"['cat.parsing', 'wcag2a', 'wcag411']",Ensures every id attribute value is unique,id attribute value must be unique,https://dequeuniversity.com/rules/axe/4.7/duplicate-id?application=playwright,"[['<g id=""Design"" stroke=""none"" stroke-width=""1"" fill=""none"" fill-rule=""evenodd"" stroke-linecap=""round"" stroke-linejoin=""round"">', '<g id=""Design-4.0"" transform=""translate(-413.000000, -994.000000)"" stroke=""#3374FF"" stroke-width=""2"">', '<path d=""M28,14 C28,7.35229 33.3516,2 40,2 C46.6484,2 52,7.35229 52,14 L52,20 L50,20 L50,14 C50,8.44772 45.5527,4 40,4 C34.4473,4 30,8.44772 30,14 L30,20 L28,20 L28,14 Z M26,20 L26,14 C26,6.24771 32.248,0 40,0 C47.752,0 54,6.24771 54,14 L54,20 L76,20 C76.5762,20 77.0664,20.2776 77.3945,20.6054 C77.7227,20.9332 78,21.4248 78,22 L78,59.9446 L79.9941,77.8896 L80,78 C80,78.5752 79.7227,79.0668 79.3945,79.3946 C79.0664,79.7224 78.5762,80 78,80 L2,80 C1.42383,80 0.933594,79.7224 0.605469,79.3946 C0.277344,79.0668 0,78.5752 0,78 L0.00585938,77.8896 L2,59.9446 L2,22 C2,21.4248 2.27734,20.9332 2.60547,20.6054 C2.93359,20.2776 3.42383,20 4,20 L26,20 Z M31,22 L27,22 L4.04297,22 L4.01953,22.0196 L4,22.0427 L4,60 L3.99414,60.1104 L2.00977,77.9695 L2.01953,77.9804 L2.04297,77.9997 L77.957,78 L77.9805,77.9804 L77.9902,77.9695 L76.0059,60.1104 L76,60 L76,22.0427 L75.9805,22.0196 L75.957,22.0003 L53,22 L49,22 L31,22 Z M48,20 L32,20 L32,14 C32,9.55228 35.5527,6 40,6 C44.4473,6 48,9.55228 48,14 L48,20 Z M29,26 C29.5527,26 30,25.5523 30,25 C30,24.4477 29.5527,24 29,24 C28.4473,24 28,24.4477 28,25 C28,25.5523 28.4473,26 29,26 Z M9,60 C9,60.5523 8.55273,61 8,61 C7.44727,61 7,60.5523 7,60 C7,59.4477 7.44727,59 8,59 C8.55273,59 9,59.4477 9,60 Z M41,60 C41,60.5523 40.5527,61 40,61 C39.4473,61 39,60.5523 39,60 C39,59.4477 39.4473,59 40,59 C40.5527,59 41,59.4477 41,60 Z M49,60 C49,60.5523 48.5527,61 48,61 C47.4473,61 47,60.5523 47,60 C47,59.4477 47.4473,59 48,59 C48.5527,59 49,59.4477 49,60 Z M56,61 C56.5527,61 57,60.5523 57,60 C57,59.4477 56.5527,59 56,59 C55.4473,59 55,59.4477 55,60 C55,60.5523 55.4473,61 56,61 Z M65,60 C65,60.5523 64.5527,61 64,61 C63.4473,61 63,60.5523 63,60 C63,59.4477 63.4473,59 64,59 C64.5527,59 65,59.4477 65,60 Z M72,61 C72.5527,61 73,60.5523 73,60 C73,59.4477 72.5527,59 72,59 C71.4473,59 71,59.4477 71,60 C71,60.5523 71.4473,61 72,61 Z M52,25 C52,25.5523 51.5527,26 51,26 C50.4473,26 50,25.5523 50,25 C50,24.4477 50.4473,24 51,24 C51.5527,24 52,24.4477 52,25 Z M16,61 C16.5527,61 17,60.5523 17,60 C17,59.4477 16.5527,59 16,59 C15.4473,59 15,59.4477 15,60 C15,60.5523 15.4473,61 16,61 Z M25,60 C25,60.5523 24.5527,61 24,61 C23.4473,61 23,60.5523 23,60 C23,59.4477 23.4473,59 24,59 C24.5527,59 25,59.4477 25,60 Z M32,61 C32.5527,61 33,60.5523 33,60 C33,59.4477 32.5527,59 32,59 C31.4473,59 31,59.4477 31,60 C31,60.5523 31.4473,61 32,61 Z M45,60 C45,60.5523 44.5527,61 44,61 C43.4473,61 43,60.5523 43,60 C43,59.4477 43.4473,59 44,59 C44.5527,59 45,59.4477 45,60 Z M52,61 C52.5527,61 53,60.5523 53,60 C53,59.4477 52.5527,59 52,59 C51.4473,59 51,59.4477 51,60 C51,60.5523 51.4473,61 52,61 Z M61,60 C61,60.5523 60.5527,61 60,61 C59.4473,61 59,60.5523 59,60 C59,59.4477 59.4473,59 60,59 C60.5527,59 61,59.4477 61,60 Z M68,61 C68.5527,61 69,60.5523 69,60 C69,59.4477 68.5527,59 68,59 C67.4473,59 67,59.4477 67,60 C67,60.5523 67.4473,61 68,61 Z M13,60 C13,60.5523 12.5527,61 12,61 C11.4473,61 11,60.5523 11,60 C11,59.4477 11.4473,59 12,59 C12.5527,59 13,59.4477 13,60 Z M20,61 C20.5527,61 21,60.5523 21,60 C21,59.4477 20.5527,59 20,59 C19.4473,59 19,59.4477 19,60 C19,60.5523 19.4473,61 20,61 Z M29,60 C29,60.5523 28.5527,61 28,61 C27.4473,61 27,60.5523 27,60 C27,59.4477 27.4473,59 28,59 C28.5527,59 29,59.4477 29,60 Z M36,61 C36.5527,61 37,60.5523 37,60 C37,59.4477 36.5527,59 36,59 C35.4473,59 35,59.4477 35,60 C35,60.5523 35.4473,61 36,61 Z"" id=""Shape"">', '<path d=""M7.5,0.533744048 C9.76889286,0.533744048 10.037621,0.542378968 10.933629,0.583259921 C11.7621091,0.621071429 12.2120357,0.7595 12.5114921,0.875835317 C12.9080913,1.02998214 13.1911885,1.21414881 13.4885198,1.51148016 C13.7858512,1.80881151 13.9700179,2.09190873 14.124131,2.48850794 C14.2405,2.78796429 14.3789286,3.23789087 14.4167401,4.0663373 C14.457621,4.96237897 14.466256,5.23110714 14.466256,7.5 C14.466256,9.76889286 14.457621,10.037621 14.4167401,10.933629 C14.3789286,11.7621091 14.2405,12.2120357 14.124131,12.5114921 C13.9700179,12.9080913 13.7858512,13.1911885 13.4885198,13.4885198 C13.1911885,13.7858512 12.9080913,13.9700179 12.5114921,14.124131 C12.2120357,14.2405 11.7621091,14.3789286 10.933629,14.4167401 C10.037756,14.457621 9.76902778,14.466256 7.5,14.466256 C5.23097222,14.466256 4.96224405,14.457621 4.06637103,14.4167401 C3.23789087,14.3789286 2.78796429,14.2405 2.48854167,14.124131 C2.09190873,13.9700179 1.80881151,13.7858512 1.51148016,13.4885198 C1.21414881,13.1911885 1.02998214,12.9080913 0.875869048,12.5114921 C0.7595,12.2120357 0.621071429,11.7621091 0.583259921,10.9336627 C0.542378968,10.037621 0.533744048,9.76889286 0.533744048,7.5 C0.533744048,5.23110714 0.542378968,4.96237897 0.583259921,4.06637103 C0.621071429,3.23789087 0.7595,2.78796429 0.875869048,2.48850794 C1.02998214,2.09190873 1.21414881,1.80881151 1.51148016,1.51148016 C1.80881151,1.21414881 2.09190873,1.02998214 2.48854167,0.875835317 C2.78796429,0.7595 3.23789087,0.621071429 4.0663373,0.583259921 C4.96237897,0.542378968 5.23110714,0.533744048 7.5,0.533744048 Z M7.5,3.13649802 C5.09011508,3.13649802 3.13649802,5.09011508 3.13649802,7.5 C3.13649802,9.90988492 5.09011508,11.863502 7.5,11.863502 C9.90988492,11.863502 11.863502,9.90988492 11.863502,7.5 C11.863502,5.09011508 9.90988492,3.13649802 7.5,3.13649802 Z M7.5,10.3324563 C5.93569643,10.3324563 4.66754365,9.06430357 4.66754365,7.5 C4.66754365,5.93569643 5.93569643,4.66754365 7.5,4.66754365 C9.06430357,4.66754365 10.3324563,5.93569643 10.3324563,7.5 C10.3324563,9.06430357 9.06430357,10.3324563 7.5,10.3324563 Z M13.0555595,2.96410317 C13.0555595,3.5272619 12.5990556,3.9837996 12.0358968,3.9837996 C11.4727381,3.9837996 11.0162004,3.5272619 11.0162004,2.96410317 C11.0162004,2.40094444 11.4727381,1.94444048 12.0358968,1.94444048 C12.5990556,1.94444048 13.0555595,2.40094444 13.0555595,2.96410317 Z"" id=""Combined-Shape"">']]","[['Fix any of the following:\n  Document has multiple static elements with the same id attribute: Design', 'Fix any of the following:\n  Document has multiple static elements with the same id attribute: Design-4.0', 'Fix any of the following:\n  Document has multiple static elements with the same id attribute: Shape', 'Fix any of the following:\n  Document has multiple static elements with the same id attribute: Combined-Shape']]",16
94,392,34,4,https://www.weebly.com/,9,heading-order,moderate,"['cat.semantics', 'best-practice']",Ensures the order of headings is semantically correct,Heading levels should only increase by one,https://dequeuniversity.com/rules/axe/4.7/heading-order?application=playwright,"[['<h4 class=""lp-footer__title"">Product</h4>']]",[['Fix any of the following:\n  Heading order invalid']],16
95,393,35,5,https://www.weebly.com/,9,image-alt,critical,"['cat.text-alternatives', 'wcag2a', 'wcag111', 'section508', 'section508.22.a', 'ACT', 'TTv5', 'TT7.a', 'TT7.b']",Ensures <img> elements have alternate text or a role of none or presentation,Images must have alternate text,https://dequeuniversity.com/rules/axe/4.7/image-alt?application=playwright,"[['<img src=""//cdn2.editmysite.com/images/landing-pages/global/shared/navbar/carrot.svg"">']]","[['Fix any of the following:\n  Element does not have an alt attribute\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute\n  Element\'s default semantics were not overridden with role=""none"" or role=""presentation""']]",16
96,394,36,6,https://www.weebly.com/,9,landmark-unique,moderate,"['cat.semantics', 'best-practice']",Landmarks should have a unique role or role/label/title (i.e. accessible name) combination,Ensures landmarks are unique,https://dequeuniversity.com/rules/axe/4.7/landmark-unique?application=playwright,"[['<nav class=""js-lp-navbar lp-header__navbar lp-navbar lp-navbar--overlay rm-background"">']]","[['Fix any of the following:\n  The landmark must have a unique aria-label, aria-labelledby, or title to make landmarks distinguishable']]",16
